"DB010","DB020","DB030","DB040","DB062","DB090"
"2005","EE",6,"EE00","NA","188.4901"
"2005","EE",46,"EE00","NA","232.9446"
"2005","EE",75,"EE00","NA","57.03497"
"2005","EE",88,"EE00","NA","109.5017"
"2005","EE",99,"EE00","NA","332.2077"
"2005","EE",164,"EE00","NA","145.2087"
"2005","EE",192,"EE00","NA","235.3881"
"2005","EE",203,"EE00","NA","269.8679"
"2005","EE",219,"EE00","NA","122.3484"
"2005","EE",227,"EE00","NA","197.7957"
"2005","EE",247,"EE00","NA","285.1987"
"2005","EE",285,"EE00","NA","238.7812"
"2005","EE",320,"EE00","NA","137.9707"
"2005","EE",322,"EE00","NA","289.0618"
"2005","EE",382,"EE00","NA","387.2709"
"2005","EE",387,"EE00","NA","152.6651"
"2005","EE",432,"EE00","NA","198.6679"
"2005","EE",439,"EE00","NA","128.3503"
"2005","EE",445,"EE00","NA","221.2574"
"2005","EE",450,"EE00","NA","282.4915"
"2005","EE",453,"EE00","NA","218.2865"
"2005","EE",480,"EE00","NA","64.09201"
"2005","EE",494,"EE00","NA","188.9239"
"2005","EE",507,"EE00","NA","289.0618"
"2005","EE",514,"EE00","NA","114.1739"
"2005","EE",543,"EE00","NA","39.17418"
"2005","EE",570,"EE00","NA","173.5691"
"2005","EE",632,"EE00","NA","49.73968"
"2005","EE",638,"EE00","NA","383.6095"
"2005","EE",644,"EE00","NA","119.3633"
"2005","EE",670,"EE00","NA","269.7846"
"2005","EE",674,"EE00","NA","146.032"
"2005","EE",676,"EE00","NA","393.054"
"2005","EE",681,"EE00","NA","61.18989"
"2005","EE",690,"EE00","NA","132.5626"
"2005","EE",693,"EE00","NA","141.155"
"2005","EE",703,"EE00","NA","71.836"
"2005","EE",733,"EE00","NA","526.1421"
"2005","EE",780,"EE00","NA","130.1808"
"2005","EE",813,"EE00","NA","160.1181"
"2005","EE",821,"EE00","NA","95.10244"
"2005","EE",837,"EE00","NA","145.1905"
"2005","EE",844,"EE00","NA","148.1121"
"2005","EE",900,"EE00","NA","17.78181"
"2005","EE",955,"EE00","NA","267.8705"
"2005","EE",1002,"EE00","NA","73.39814"
"2005","EE",1009,"EE00","NA","526.5614"
"2005","EE",1016,"EE00","NA","265.1499"
"2005","EE",1029,"EE00","NA","50.42202"
"2005","EE",1065,"EE00","NA","542.4228"
"2005","EE",1074,"EE00","NA","581.4955"
"2005","EE",1105,"EE00","NA","154.333"
"2005","EE",1142,"EE00","NA","182.9879"
"2005","EE",1163,"EE00","NA","52.4987"
"2005","EE",1166,"EE00","NA","245.3529"
"2005","EE",1171,"EE00","NA","255.93"
"2005","EE",1182,"EE00","NA","548.3804"
"2005","EE",1215,"EE00","NA","132.0044"
"2005","EE",1246,"EE00","NA","269.6991"
"2005","EE",1263,"EE00","NA","144.4239"
"2005","EE",1281,"EE00","NA","176.3499"
"2005","EE",1291,"EE00","NA","393.054"
"2005","EE",1292,"EE00","NA","211.8415"
"2005","EE",1293,"EE00","NA","114.2204"
"2005","EE",1299,"EE00","NA","164.5253"
"2005","EE",1325,"EE00","NA","277.8667"
"2005","EE",1336,"EE00","NA","237.0429"
"2005","EE",1337,"EE00","NA","253.6221"
"2005","EE",1357,"EE00","NA","212.5234"
"2005","EE",1364,"EE00","NA","41.39705"
"2005","EE",1408,"EE00","NA","247.964"
"2005","EE",1466,"EE00","NA","179.8448"
"2005","EE",1469,"EE00","NA","64.30345"
"2005","EE",1505,"EE00","NA","64.64394"
"2005","EE",1528,"EE00","NA","158.2432"
"2005","EE",1585,"EE00","NA","130.7608"
"2005","EE",1588,"EE00","NA","134.3805"
"2005","EE",1611,"EE00","NA","335.2041"
"2005","EE",1628,"EE00","NA","262.5018"
"2005","EE",1638,"EE00","NA","184.0766"
"2005","EE",1683,"EE00","NA","144.7179"
"2005","EE",1706,"EE00","NA","163.8769"
"2005","EE",1710,"EE00","NA","296.5841"
"2005","EE",1738,"EE00","NA","289.0618"
"2005","EE",1809,"EE00","NA","129.6412"
"2005","EE",1840,"EE00","NA","156.0248"
"2005","EE",1904,"EE00","NA","124.0592"
"2005","EE",1940,"EE00","NA","203.45"
"2005","EE",1978,"EE00","NA","104.9639"
"2005","EE",1987,"EE00","NA","534.9264"
"2005","EE",2005,"EE00","NA","198.1003"
"2005","EE",2017,"EE00","NA","94.93692"
"2005","EE",2055,"EE00","NA","330.6486"
"2005","EE",2085,"EE00","NA","189.3773"
"2005","EE",2095,"EE00","NA","544.5778"
"2005","EE",2123,"EE00","NA","127.7947"
"2005","EE",2211,"EE00","NA","96.60278"
"2005","EE",2265,"EE00","NA","354.4511"
"2005","EE",2276,"EE00","NA","196.0683"
"2005","EE",2278,"EE00","NA","434.5365"
"2005","EE",2307,"EE00","NA","105.3718"
"2005","EE",2382,"EE00","NA","268.3613"
"2005","EE",2397,"EE00","NA","244.7094"
"2005","EE",2403,"EE00","NA","336.3571"
"2005","EE",2414,"EE00","NA","116.8943"
"2005","EE",2422,"EE00","NA","296.0261"
"2005","EE",2435,"EE00","NA","236.612"
"2005","EE",2444,"EE00","NA","269.8679"
"2005","EE",2469,"EE00","NA","130.8846"
"2005","EE",2495,"EE00","NA","245.3529"
"2005","EE",2524,"EE00","NA","307.7597"
"2005","EE",2529,"EE00","NA","705.4613"
"2005","EE",2540,"EE00","NA","163.94"
"2005","EE",2561,"EE00","NA","214.5184"
"2005","EE",2579,"EE00","NA","195.0861"
"2005","EE",2590,"EE00","NA","235.4494"
"2005","EE",2595,"EE00","NA","217.8229"
"2005","EE",2642,"EE00","NA","396.6014"
"2005","EE",2701,"EE00","NA","258.6061"
"2005","EE",2766,"EE00","NA","157.9759"
"2005","EE",2822,"EE00","NA","396.6014"
"2005","EE",2882,"EE00","NA","73.15821"
"2005","EE",2950,"EE00","NA","149.4664"
"2005","EE",3025,"EE00","NA","634.0009"
"2005","EE",3055,"EE00","NA","201.4961"
"2005","EE",3069,"EE00","NA","265.4252"
"2005","EE",3078,"EE00","NA","162.9554"
"2005","EE",3148,"EE00","NA","228.9542"
"2005","EE",3204,"EE00","NA","530.9193"
"2005","EE",3215,"EE00","NA","372.2723"
"2005","EE",3231,"EE00","NA","121.7398"
"2005","EE",3268,"EE00","NA","63.14798"
"2005","EE",3276,"EE00","NA","259.3447"
"2005","EE",3285,"EE00","NA","57.03205"
"2005","EE",3304,"EE00","NA","372.2723"
"2005","EE",3341,"EE00","NA","904.3481"
"2005","EE",3346,"EE00","NA","207.2081"
"2005","EE",3348,"EE00","NA","168.4707"
"2005","EE",3373,"EE00","NA","95.17664"
"2005","EE",3393,"EE00","NA","55.1"
"2005","EE",3415,"EE00","NA","421.4444"
"2005","EE",3561,"EE00","NA","289.0618"
"2005","EE",3575,"EE00","NA","52.38824"
"2005","EE",3589,"EE00","NA","70.34839"
"2005","EE",3624,"EE00","NA","84.60869"
"2005","EE",3643,"EE00","NA","162.6012"
"2005","EE",3674,"EE00","NA","238.36"
"2005","EE",3714,"EE00","NA","48.55367"
"2005","EE",3762,"EE00","NA","112.9653"
"2005","EE",3767,"EE00","NA","372.2723"
"2005","EE",3819,"EE00","NA","58.28628"
"2005","EE",3822,"EE00","NA","82.81373"
"2005","EE",3869,"EE00","NA","340.8115"
"2005","EE",3903,"EE00","NA","307.7597"
"2005","EE",3911,"EE00","NA","262.5018"
"2005","EE",3924,"EE00","NA","189.6859"
"2005","EE",3926,"EE00","NA","144.6942"
"2005","EE",3958,"EE00","NA","383.4311"
"2005","EE",3976,"EE00","NA","198.6679"
"2005","EE",4024,"EE00","NA","323.4711"
"2005","EE",4073,"EE00","NA","135.5047"
"2005","EE",4084,"EE00","NA","175.0761"
"2005","EE",4160,"EE00","NA","134.9105"
"2005","EE",4181,"EE00","NA","51.55927"
"2005","EE",4243,"EE00","NA","226.8155"
"2005","EE",4382,"EE00","NA","118.4213"
"2005","EE",4389,"EE00","NA","147.8767"
"2005","EE",4403,"EE00","NA","121.9249"
"2005","EE",4410,"EE00","NA","108.6551"
"2005","EE",4427,"EE00","NA","139.746"
"2005","EE",4456,"EE00","NA","236.778"
"2005","EE",4484,"EE00","NA","269.8679"
"2005","EE",4501,"EE00","NA","77.76963"
"2005","EE",4516,"EE00","NA","326.0852"
"2005","EE",4519,"EE00","NA","122.2432"
"2005","EE",4565,"EE00","NA","238.7812"
"2005","EE",4573,"EE00","NA","372.2723"
"2005","EE",4625,"EE00","NA","147.9375"
"2005","EE",4638,"EE00","NA","167.2954"
"2005","EE",4685,"EE00","NA","476.9484"
"2005","EE",4788,"EE00","NA","251.4506"
"2005","EE",4809,"EE00","NA","530.9193"
"2005","EE",4820,"EE00","NA","123.5729"
"2005","EE",4835,"EE00","NA","119.4513"
"2005","EE",4852,"EE00","NA","209.7011"
"2005","EE",4857,"EE00","NA","289.0618"
"2005","EE",4867,"EE00","NA","544.5778"
"2005","EE",4880,"EE00","NA","184.8504"
"2005","EE",4909,"EE00","NA","295.4963"
"2005","EE",4914,"EE00","NA","128.4956"
"2005","EE",4934,"EE00","NA","287.9467"
"2005","EE",5030,"EE00","NA","877.6553"
"2005","EE",5041,"EE00","NA","117.288"
"2005","EE",5045,"EE00","NA","99.49095"
"2005","EE",5165,"EE00","NA","149.2236"
"2005","EE",5171,"EE00","NA","151.9743"
"2005","EE",5194,"EE00","NA","262.5018"
"2005","EE",5205,"EE00","NA","141.2088"
"2005","EE",5216,"EE00","NA","444.1943"
"2005","EE",5229,"EE00","NA","107.6436"
"2005","EE",5233,"EE00","NA","113.0504"
"2005","EE",5282,"EE00","NA","96.6206"
"2005","EE",5341,"EE00","NA","106.0546"
"2005","EE",5385,"EE00","NA","625.8097"
"2005","EE",5402,"EE00","NA","542.4228"
"2005","EE",5493,"EE00","NA","140.9443"
"2005","EE",5497,"EE00","NA","277.9405"
"2005","EE",5520,"EE00","NA","289.0618"
"2005","EE",5571,"EE00","NA","537.6405"
"2005","EE",5584,"EE00","NA","506.2188"
"2005","EE",5591,"EE00","NA","323.4711"
"2005","EE",5646,"EE00","NA","365.8832"
"2005","EE",5672,"EE00","NA","262.5018"
"2005","EE",5728,"EE00","NA","307.7597"
"2005","EE",5744,"EE00","NA","123.3415"
"2005","EE",5759,"EE00","NA","135.1825"
"2005","EE",5801,"EE00","NA","116.8143"
"2005","EE",5812,"EE00","NA","68.38355"
"2005","EE",5828,"EE00","NA","393.054"
"2005","EE",5942,"EE00","NA","255.0631"
"2005","EE",5980,"EE00","NA","158.5688"
"2005","EE",5996,"EE00","NA","202.9398"
"2005","EE",5998,"EE00","NA","236.9919"
"2005","EE",6086,"EE00","NA","134.2344"
"2005","EE",6108,"EE00","NA","126.0514"
"2005","EE",6135,"EE00","NA","601.8179"
"2005","EE",6152,"EE00","NA","50.7369"
"2005","EE",6160,"EE00","NA","245.3529"
"2005","EE",6262,"EE00","NA","171.8348"
"2005","EE",6265,"EE00","NA","347.178"
"2005","EE",6269,"EE00","NA","303.9499"
"2005","EE",6281,"EE00","NA","263.0784"
"2005","EE",6301,"EE00","NA","326.4773"
"2005","EE",6316,"EE00","NA","296.0261"
"2005","EE",6327,"EE00","NA","401.3943"
"2005","EE",6345,"EE00","NA","296.5841"
"2005","EE",6361,"EE00","NA","137.7643"
"2005","EE",6416,"EE00","NA","412.3215"
"2005","EE",6520,"EE00","NA","144.3746"
"2005","EE",6540,"EE00","NA","259.5675"
"2005","EE",6573,"EE00","NA","175.6792"
"2005","EE",6601,"EE00","NA","45.52553"
"2005","EE",6614,"EE00","NA","456.2625"
"2005","EE",6621,"EE00","NA","103.3053"
"2005","EE",6624,"EE00","NA","383.9363"
"2005","EE",6638,"EE00","NA","238.1528"
"2005","EE",6678,"EE00","NA","117.756"
"2005","EE",6687,"EE00","NA","195.3699"
"2005","EE",6696,"EE00","NA","327.8497"
"2005","EE",6717,"EE00","NA","105.9133"
"2005","EE",6730,"EE00","NA","120.5176"
"2005","EE",6737,"EE00","NA","130.6768"
"2005","EE",6776,"EE00","NA","208.9499"
"2005","EE",6841,"EE00","NA","149.6198"
"2005","EE",6887,"EE00","NA","472.39"
"2005","EE",6915,"EE00","NA","95.61889"
"2005","EE",6944,"EE00","NA","186.9297"
"2005","EE",6971,"EE00","NA","198.3879"
"2005","EE",7002,"EE00","NA","91.20095"
"2005","EE",7124,"EE00","NA","393.3919"
"2005","EE",7129,"EE00","NA","83.79597"
"2005","EE",7145,"EE00","NA","155.1509"
"2005","EE",7150,"EE00","NA","266.4936"
"2005","EE",7160,"EE00","NA","332.0105"
"2005","EE",7170,"EE00","NA","155.6855"
"2005","EE",7174,"EE00","NA","137.8933"
"2005","EE",7223,"EE00","NA","383.4311"
"2005","EE",7259,"EE00","NA","274.381"
"2005","EE",7278,"EE00","NA","255.2541"
"2005","EE",7307,"EE00","NA","101.3159"
"2005","EE",7310,"EE00","NA","215.0399"
"2005","EE",7313,"EE00","NA","84.87453"
"2005","EE",7354,"EE00","NA","347.178"
"2005","EE",7387,"EE00","NA","226.4473"
"2005","EE",7502,"EE00","NA","311.1685"
"2005","EE",7524,"EE00","NA","128.7261"
"2005","EE",7544,"EE00","NA","535.8716"
"2005","EE",7550,"EE00","NA","230.0253"
"2005","EE",7555,"EE00","NA","268.1478"
"2005","EE",7623,"EE00","NA","396.6014"
"2005","EE",7625,"EE00","NA","177.0174"
"2005","EE",7630,"EE00","NA","82.66705"
"2005","EE",7652,"EE00","NA","526.1421"
"2005","EE",7673,"EE00","NA","197.2579"
"2005","EE",7680,"EE00","NA","161.0602"
"2005","EE",7778,"EE00","NA","80.02362"
"2005","EE",7782,"EE00","NA","236.612"
"2005","EE",7783,"EE00","NA","38.48239"
"2005","EE",7784,"EE00","NA","289.0618"
"2005","EE",7796,"EE00","NA","139.8195"
"2005","EE",7819,"EE00","NA","443.2302"
"2005","EE",7842,"EE00","NA","262.0845"
"2005","EE",7873,"EE00","NA","171.7525"
"2005","EE",7890,"EE00","NA","84.07892"
"2005","EE",7897,"EE00","NA","131.7354"
"2005","EE",7901,"EE00","NA","24.7344"
"2005","EE",7972,"EE00","NA","197.2579"
"2005","EE",7986,"EE00","NA","268.0722"
"2005","EE",7987,"EE00","NA","318.4623"
"2005","EE",8034,"EE00","NA","126.7321"
"2005","EE",8048,"EE00","NA","544.5778"
"2005","EE",8067,"EE00","NA","237.015"
"2005","EE",8072,"EE00","NA","201.6916"
"2005","EE",8129,"EE00","NA","427.5501"
"2005","EE",8135,"EE00","NA","95.28094"
"2005","EE",8140,"EE00","NA","420.2767"
"2005","EE",8143,"EE00","NA","49.47859"
"2005","EE",8163,"EE00","NA","114.8661"
"2005","EE",8299,"EE00","NA","471.3824"
"2005","EE",8301,"EE00","NA","40.98575"
"2005","EE",8331,"EE00","NA","52.12284"
"2005","EE",8347,"EE00","NA","181.2834"
"2005","EE",8374,"EE00","NA","304.339"
"2005","EE",8389,"EE00","NA","130.6614"
"2005","EE",8468,"EE00","NA","211.8415"
"2005","EE",8497,"EE00","NA","265.1295"
"2005","EE",8504,"EE00","NA","207.2563"
"2005","EE",8524,"EE00","NA","526.1421"
"2005","EE",8585,"EE00","NA","705.4613"
"2005","EE",8595,"EE00","NA","120.2762"
"2005","EE",8600,"EE00","NA","307.7597"
"2005","EE",8611,"EE00","NA","508.8401"
"2005","EE",8703,"EE00","NA","166.2584"
"2005","EE",8724,"EE00","NA","296.0261"
"2005","EE",8726,"EE00","NA","263.7046"
"2005","EE",8749,"EE00","NA","168.27"
"2005","EE",8767,"EE00","NA","287.4803"
"2005","EE",8780,"EE00","NA","144.5309"
"2005","EE",8790,"EE00","NA","396.6014"
"2005","EE",8806,"EE00","NA","123.1372"
"2005","EE",8819,"EE00","NA","63.60511"
"2005","EE",8836,"EE00","NA","347.178"
"2005","EE",8868,"EE00","NA","216.4535"
"2005","EE",8889,"EE00","NA","59.18448"
"2005","EE",8892,"EE00","NA","148.4168"
"2005","EE",8904,"EE00","NA","38.93628"
"2005","EE",8937,"EE00","NA","336.0244"
"2005","EE",8966,"EE00","NA","134.1039"
"2005","EE",9006,"EE00","NA","162.3686"
"2005","EE",9034,"EE00","NA","481.0723"
"2005","EE",9050,"EE00","NA","296.4835"
"2005","EE",9066,"EE00","NA","128.2726"
"2005","EE",9081,"EE00","NA","291.4725"
"2005","EE",9121,"EE00","NA","110.6348"
"2005","EE",9163,"EE00","NA","495.8171"
"2005","EE",9171,"EE00","NA","132.0162"
"2005","EE",9237,"EE00","NA","314.2272"
"2005","EE",9275,"EE00","NA","75.34594"
"2005","EE",9328,"EE00","NA","179.1186"
"2005","EE",9434,"EE00","NA","206.3415"
"2005","EE",9470,"EE00","NA","442.9211"
"2005","EE",9471,"EE00","NA","716.6684"
"2005","EE",9501,"EE00","NA","189.664"
"2005","EE",9524,"EE00","NA","221.8699"
"2005","EE",9550,"EE00","NA","223.2813"
"2005","EE",9573,"EE00","NA","279.8909"
"2005","EE",9574,"EE00","NA","104.9639"
"2005","EE",9595,"EE00","NA","269.7846"
"2005","EE",9605,"EE00","NA","206.4306"
"2005","EE",9624,"EE00","NA","145.1905"
"2005","EE",9635,"EE00","NA","124.1262"
"2005","EE",9656,"EE00","NA","130.9001"
"2005","EE",9690,"EE00","NA","535.8716"
"2005","EE",9749,"EE00","NA","117.4193"
"2005","EE",9750,"EE00","NA","134.2634"
"2005","EE",9761,"EE00","NA","456.6027"
"2005","EE",9770,"EE00","NA","97.47956"
"2005","EE",9781,"EE00","NA","383.9363"
"2005","EE",9793,"EE00","NA","393.3919"
"2005","EE",9802,"EE00","NA","269.8679"
"2005","EE",9825,"EE00","NA","299.2396"
"2005","EE",9856,"EE00","NA","103.5684"
"2005","EE",9929,"EE00","NA","202.5715"
"2005","EE",9930,"EE00","NA","517.7325"
"2005","EE",9968,"EE00","NA","95.45881"
"2005","EE",9986,"EE00","NA","132.0401"
"2005","EE",10006,"EE00","NA","149.1982"
"2005","EE",10044,"EE00","NA","36.69785"
"2005","EE",10095,"EE00","NA","207.2563"
"2005","EE",10121,"EE00","NA","110.9956"
