"DB010","DB020","DB030","DB040","DB062","DB090"
"2007","EE",6,"EE00","NA","447.6997"
"2007","EE",48,"EE00","NA","92.03586"
"2007","EE",51,"EE00","NA","307.4934"
"2007","EE",77,"EE00","NA","162.7268"
"2007","EE",91,"EE00","NA","86.17816"
"2007","EE",102,"EE00","NA","259.5183"
"2007","EE",169,"EE00","NA","160.1922"
"2007","EE",197,"EE00","NA","119.6858"
"2007","EE",210,"EE00","NA","122.2875"
"2007","EE",226,"EE00","NA","304.3716"
"2007","EE",234,"EE00","NA","194.2088"
"2007","EE",254,"EE00","NA","159.4221"
"2007","EE",258,"EE00","NA","266.2722"
"2007","EE",263,"EE00","NA","55.35053"
"2007","EE",294,"EE00","NA","186.6285"
"2007","EE",330,"EE00","NA","276.3701"
"2007","EE",332,"EE00","NA","302.8328"
"2007","EE",393,"EE00","NA","47.64574"
"2007","EE",399,"EE00","NA","238.2379"
"2007","EE",446,"EE00","NA","259.5183"
"2007","EE",452,"EE00","NA","134.9916"
"2007","EE",458,"EE00","NA","171.909"
"2007","EE",464,"EE00","NA","110.3225"
"2007","EE",466,"EE00","NA","44.73829"
"2007","EE",480,"EE00","NA","191.2886"
"2007","EE",495,"EE00","NA","126.8414"
"2007","EE",508,"EE00","NA","222.3838"
"2007","EE",522,"EE00","NA","944.8302"
"2007","EE",530,"EE00","NA","99.96149"
"2007","EE",560,"EE00","NA","38.71941"
"2007","EE",587,"EE00","NA","228.4979"
"2007","EE",611,"EE00","NA","344.0753"
"2007","EE",651,"EE00","NA","122.7334"
"2007","EE",657,"EE00","NA","74.67774"
"2007","EE",663,"EE00","NA","208.3913"
"2007","EE",665,"EE00","NA","141.5146"
"2007","EE",690,"EE00","NA","253.517"
"2007","EE",694,"EE00","NA","362.0398"
"2007","EE",696,"EE00","NA","252.3392"
"2007","EE",698,"EE00","NA","264.7566"
"2007","EE",702,"EE00","NA","103.0038"
"2007","EE",710,"EE00","NA","114.6752"
"2007","EE",714,"EE00","NA","128.3443"
"2007","EE",724,"EE00","NA","37.62246"
"2007","EE",755,"EE00","NA","80.85792"
"2007","EE",804,"EE00","NA","224.7833"
"2007","EE",837,"EE00","NA","222.3838"
"2007","EE",838,"EE00","NA","73.86092"
"2007","EE",846,"EE00","NA","64.60989"
"2007","EE",861,"EE00","NA","74.75398"
"2007","EE",870,"EE00","NA","95.77733"
"2007","EE",927,"EE00","NA","64.35128"
"2007","EE",928,"EE00","NA","339.2505"
"2007","EE",984,"EE00","NA","363.4862"
"2007","EE",1033,"EE00","NA","150.4781"
"2007","EE",1039,"EE00","NA","186.7791"
"2007","EE",1047,"EE00","NA","94.44998"
"2007","EE",1060,"EE00","NA","170.1368"
"2007","EE",1098,"EE00","NA","322.7191"
"2007","EE",1107,"EE00","NA","162.7268"
"2007","EE",1139,"EE00","NA","199.0201"
"2007","EE",1143,"EE00","NA","114.7347"
"2007","EE",1177,"EE00","NA","181.7315"
"2007","EE",1199,"EE00","NA","150.0073"
"2007","EE",1201,"EE00","NA","74.47211"
"2007","EE",1206,"EE00","NA","61.15564"
"2007","EE",1218,"EE00","NA","145.1095"
"2007","EE",1251,"EE00","NA","33.32167"
"2007","EE",1283,"EE00","NA","116.1638"
"2007","EE",1284,"EE00","NA","140.4163"
"2007","EE",1301,"EE00","NA","305.4137"
"2007","EE",1320,"EE00","NA","86.47301"
"2007","EE",1330,"EE00","NA","96.05396"
"2007","EE",1332,"EE00","NA","124.959"
"2007","EE",1339,"EE00","NA","117.5891"
"2007","EE",1365,"EE00","NA","194.2088"
"2007","EE",1376,"EE00","NA","88.54788"
"2007","EE",1377,"EE00","NA","199.0201"
"2007","EE",1398,"EE00","NA","95.68401"
"2007","EE",1405,"EE00","NA","131.9885"
"2007","EE",1450,"EE00","NA","443.2163"
"2007","EE",1470,"EE00","NA","196.1826"
"2007","EE",1511,"EE00","NA","84.03136"
"2007","EE",1514,"EE00","NA","161.5844"
"2007","EE",1549,"EE00","NA","170.6432"
"2007","EE",1575,"EE00","NA","182.7312"
"2007","EE",1632,"EE00","NA","129.7483"
"2007","EE",1636,"EE00","NA","44.37107"
"2007","EE",1659,"EE00","NA","53.30552"
"2007","EE",1661,"EE00","NA","86.10772"
"2007","EE",1673,"EE00","NA","286.2653"
"2007","EE",1677,"EE00","NA","408.373"
"2007","EE",1687,"EE00","NA","181.2424"
"2007","EE",1692,"EE00","NA","342.9894"
"2007","EE",1735,"EE00","NA","145.2912"
"2007","EE",1757,"EE00","NA","182.2403"
"2007","EE",1758,"EE00","NA","255.7572"
"2007","EE",1763,"EE00","NA","314.402"
"2007","EE",1790,"EE00","NA","196.5545"
"2007","EE",1863,"EE00","NA","88.18026"
"2007","EE",1887,"EE00","NA","379.1487"
"2007","EE",1896,"EE00","NA","381.4857"
"2007","EE",1963,"EE00","NA","318.0633"
"2007","EE",1980,"EE00","NA","123.5655"
"2007","EE",1998,"EE00","NA","407.0746"
"2007","EE",2038,"EE00","NA","198.8297"
"2007","EE",2048,"EE00","NA","41.36202"
"2007","EE",2065,"EE00","NA","152.4949"
"2007","EE",2078,"EE00","NA","235.8303"
"2007","EE",2118,"EE00","NA","196.4213"
"2007","EE",2148,"EE00","NA","205.1379"
"2007","EE",2159,"EE00","NA","216.5672"
"2007","EE",2187,"EE00","NA","13.38392"
"2007","EE",2278,"EE00","NA","182.1366"
"2007","EE",2335,"EE00","NA","95.53878"
"2007","EE",2346,"EE00","NA","207.8561"
"2007","EE",2347,"EE00","NA","111.0358"
"2007","EE",2376,"EE00","NA","104.6434"
"2007","EE",2448,"EE00","NA","120.0228"
"2007","EE",2450,"EE00","NA","565.1137"
"2007","EE",2455,"EE00","NA","169.7881"
"2007","EE",2469,"EE00","NA","759.262"
"2007","EE",2474,"EE00","NA","155.9466"
"2007","EE",2478,"EE00","NA","209.8158"
"2007","EE",2487,"EE00","NA","180.7813"
"2007","EE",2494,"EE00","NA","230.9962"
"2007","EE",2501,"EE00","NA","49.2291"
"2007","EE",2504,"EE00","NA","340.6526"
"2007","EE",2510,"EE00","NA","36.61083"
"2007","EE",2517,"EE00","NA","238.7457"
"2007","EE",2545,"EE00","NA","80.16054"
"2007","EE",2570,"EE00","NA","202.1559"
"2007","EE",2600,"EE00","NA","91.03784"
"2007","EE",2605,"EE00","NA","44.73829"
"2007","EE",2606,"EE00","NA","54.67133"
"2007","EE",2607,"EE00","NA","44.97765"
"2007","EE",2617,"EE00","NA","196.4777"
"2007","EE",2637,"EE00","NA","157.4959"
"2007","EE",2658,"EE00","NA","79.2573"
"2007","EE",2669,"EE00","NA","163.7853"
"2007","EE",2672,"EE00","NA","335.3236"
"2007","EE",2722,"EE00","NA","32.15875"
"2007","EE",2736,"EE00","NA","216.5672"
"2007","EE",2781,"EE00","NA","112.3903"
"2007","EE",2838,"EE00","NA","93.21767"
"2007","EE",2850,"EE00","NA","162.7268"
"2007","EE",2906,"EE00","NA","83.33885"
"2007","EE",2967,"EE00","NA","43.10394"
"2007","EE",2977,"EE00","NA","39.04077"
"2007","EE",3040,"EE00","NA","34.33985"
"2007","EE",3050,"EE00","NA","140.4834"
"2007","EE",3117,"EE00","NA","195.0566"
"2007","EE",3147,"EE00","NA","101.0646"
"2007","EE",3158,"EE00","NA","266.2722"
