"DB010","DB020","DB030","DB040","DB062","DB090"
"2013","EE",7,"EE00","NA","115.6703"
"2013","EE",24,"EE00","NA","104.545"
"2013","EE",49,"EE00","NA","333.2301"
"2013","EE",52,"EE00","NA","292.5828"
"2013","EE",79,"EE00","NA","204.3195"
"2013","EE",94,"EE00","NA","88.01106"
"2013","EE",105,"EE00","NA","338.7455"
"2013","EE",174,"EE00","NA","180.464"
"2013","EE",203,"EE00","NA","133.9699"
"2013","EE",216,"EE00","NA","193.5786"
"2013","EE",233,"EE00","NA","24.80174"
"2013","EE",241,"EE00","NA","155.9806"
"2013","EE",246,"EE00","NA","81.49684"
"2013","EE",262,"EE00","NA","184.8488"
"2013","EE",266,"EE00","NA","162.6168"
"2013","EE",270,"EE00","NA","60.38119"
"2013","EE",271,"EE00","NA","119.1002"
"2013","EE",277,"EE00","NA","374.1489"
"2013","EE",303,"EE00","NA","131.996"
"2013","EE",328,"EE00","NA","61.25474"
"2013","EE",340,"EE00","NA","237.1105"
"2013","EE",342,"EE00","NA","81.71407"
"2013","EE",363,"EE00","NA","88.70078"
"2013","EE",405,"EE00","NA","115.1038"
"2013","EE",411,"EE00","NA","128.1153"
"2013","EE",459,"EE00","NA","128.0682"
"2013","EE",466,"EE00","NA","123.4415"
"2013","EE",472,"EE00","NA","97.04802"
"2013","EE",478,"EE00","NA","244.6246"
"2013","EE",480,"EE00","NA","43.1377"
"2013","EE",495,"EE00","NA","105.0707"
"2013","EE",510,"EE00","NA","100.2078"
"2013","EE",524,"EE00","NA","190.6048"
"2013","EE",538,"EE00","NA","100.0887"
"2013","EE",546,"EE00","NA","167.2692"
"2013","EE",577,"EE00","NA","82.93274"
"2013","EE",605,"EE00","NA","185.5598"
"2013","EE",612,"EE00","NA","73.65455"
"2013","EE",630,"EE00","NA","282.6093"
"2013","EE",671,"EE00","NA","74.7598"
"2013","EE",677,"EE00","NA","71.98634"
"2013","EE",683,"EE00","NA","50.32075"
"2013","EE",685,"EE00","NA","69.7806"
"2013","EE",711,"EE00","NA","50.9841"
"2013","EE",715,"EE00","NA","63.33075"
"2013","EE",717,"EE00","NA","215.7045"
"2013","EE",719,"EE00","NA","85.31048"
"2013","EE",723,"EE00","NA","101.372"
"2013","EE",731,"EE00","NA","71.11979"
"2013","EE",735,"EE00","NA","436.0757"
"2013","EE",745,"EE00","NA","56.34835"
"2013","EE",778,"EE00","NA","176.0738"
"2013","EE",828,"EE00","NA","144.403"
"2013","EE",862,"EE00","NA","54.47848"
"2013","EE",868,"EE00","NA","49.01777"
"2013","EE",871,"EE00","NA","338.7455"
"2013","EE",887,"EE00","NA","99.13468"
"2013","EE",896,"EE00","NA","99.56774"
"2013","EE",954,"EE00","NA","40.79099"
"2013","EE",957,"EE00","NA","203.8647"
"2013","EE",962,"EE00","NA","101.8339"
"2013","EE",966,"EE00","NA","95.84335"
"2013","EE",983,"EE00","NA","140.5632"
"2013","EE",1013,"EE00","NA","103.0577"
"2013","EE",1016,"EE00","NA","26.54735"
"2013","EE",1065,"EE00","NA","80.26376"
"2013","EE",1071,"EE00","NA","188.175"
"2013","EE",1079,"EE00","NA","223.9662"
"2013","EE",1092,"EE00","NA","170.766"
"2013","EE",1131,"EE00","NA","76.15996"
"2013","EE",1141,"EE00","NA","153.346"
"2013","EE",1174,"EE00","NA","98.56608"
"2013","EE",1178,"EE00","NA","134.1604"
"2013","EE",1212,"EE00","NA","185.9409"
"2013","EE",1235,"EE00","NA","108.4017"
"2013","EE",1237,"EE00","NA","107.4766"
"2013","EE",1242,"EE00","NA","80.38428"
"2013","EE",1255,"EE00","NA","55.96708"
"2013","EE",1289,"EE00","NA","203.335"
"2013","EE",1321,"EE00","NA","44.48435"
"2013","EE",1322,"EE00","NA","51.68418"
"2013","EE",1340,"EE00","NA","81.88996"
"2013","EE",1360,"EE00","NA","87.67524"
"2013","EE",1370,"EE00","NA","241.7615"
"2013","EE",1373,"EE00","NA","282.6093"
"2013","EE",1379,"EE00","NA","195.595"
"2013","EE",1407,"EE00","NA","123.4345"
"2013","EE",1417,"EE00","NA","121.752"
"2013","EE",1419,"EE00","NA","127.5954"
"2013","EE",1440,"EE00","NA","123.8526"
"2013","EE",1447,"EE00","NA","122.2263"
"2013","EE",1480,"EE00","NA","32.32414"
"2013","EE",1494,"EE00","NA","167.5108"
"2013","EE",1516,"EE00","NA","201.1166"
"2013","EE",1557,"EE00","NA","158.635"
"2013","EE",1560,"EE00","NA","25.58851"
"2013","EE",1595,"EE00","NA","169.4185"
"2013","EE",1623,"EE00","NA","129.73"
"2013","EE",1681,"EE00","NA","146.8178"
"2013","EE",1683,"EE00","NA","343.6755"
"2013","EE",1685,"EE00","NA","86.67896"
"2013","EE",1709,"EE00","NA","143.022"
"2013","EE",1712,"EE00","NA","128.0606"
"2013","EE",1724,"EE00","NA","87.71007"
"2013","EE",1728,"EE00","NA","140.9282"
"2013","EE",1736,"EE00","NA","65.65012"
"2013","EE",1738,"EE00","NA","164.6539"
"2013","EE",1744,"EE00","NA","216.904"
"2013","EE",1788,"EE00","NA","228.791"
"2013","EE",1809,"EE00","NA","364.0568"
"2013","EE",1812,"EE00","NA","179.1615"
"2013","EE",1817,"EE00","NA","23.86311"
"2013","EE",1843,"EE00","NA","177.7043"
"2013","EE",1919,"EE00","NA","214.1066"
"2013","EE",1940,"EE00","NA","140.5274"
"2013","EE",1945,"EE00","NA","91.54667"
"2013","EE",1953,"EE00","NA","40.21768"
"2013","EE",2014,"EE00","NA","50.48732"
"2013","EE",2023,"EE00","NA","88.89418"
"2013","EE",2040,"EE00","NA","371.4336"
"2013","EE",2041,"EE00","NA","84.1236"
"2013","EE",2057,"EE00","NA","90.75569"
"2013","EE",2099,"EE00","NA","27.04901"
"2013","EE",2111,"EE00","NA","102.0263"
"2013","EE",2127,"EE00","NA","239.6451"
"2013","EE",2140,"EE00","NA","118.8885"
"2013","EE",2182,"EE00","NA","256.1729"
"2013","EE",2212,"EE00","NA","162.9984"
"2013","EE",2224,"EE00","NA","94.74759"
"2013","EE",2241,"EE00","NA","464.6465"
"2013","EE",2253,"EE00","NA","139.8254"
"2013","EE",2341,"EE00","NA","133.8592"
"2013","EE",2345,"EE00","NA","327.8389"
"2013","EE",2347,"EE00","NA","197.664"
"2013","EE",2407,"EE00","NA","373.9939"
"2013","EE",2417,"EE00","NA","169.5192"
"2013","EE",2418,"EE00","NA","88.88381"
"2013","EE",2447,"EE00","NA","533.9053"
"2013","EE",2523,"EE00","NA","153.9771"
"2013","EE",2525,"EE00","NA","67.51853"
