"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX010","RX020","RX030","RX040","RX050","RX060","RX070"
"2011","EE",71,117.21209693571,"4",1930,"2","1","4","1","NA","2","NA","NA","NA","NA","0","NA",80,80,7,"99","0","0","111"
"2011","EE",491,117.21209693571,"3",1961,"1","1","4","1","11","2","NA","NA","0","NA","NA","NA",50,49,49,"0.6666666667","2","0","0"
"2011","EE",781,117.21209693571,"2",1930,"2","1","1","1","11","2","NA","NA","NA","NA","NA","NA",80,80,78,"99","2","0","0"
"2011","EE",931,117.21209693571,"2",1969,"1","1","2","1","NA","2","NA","NA","NA","NA","NA","NA",42,41,93,"99","0","0","100"
"2011","EE",1051,117.21209693571,"2",1970,"2","1","1","1","11","2","NA","NA","0","NA","0","NA",40,40,105,"0.75","0","0","0"
"2011","EE",1731,117.21209693571,"2",1945,"2","1","1","1","11","NA","50","NA","NA","NA","NA","NA",65,65,173,"1","0","0","0"
"2011","EE",2011,117.21209693571,"4",1985,"1","1","2","1","11","NA","NA","NA","NA","0","NA","0",25,25,201,"1","0","0","10"
"2011","EE",2141,117.21209693571,"2",1930,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",80,80,214,"0.9761904762","0","0","0"
"2011","EE",2311,117.21209693571,"1",1945,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",65,65,231,"0.2777777778","0","0","0"
"2011","EE",2391,117.21209693571,"1",1948,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",62,62,239,"0.5575056432","2","0","0"
"2011","EE",2601,117.21209693571,"3",1942,"2","1","4","1","11","2","NA","NA","NA","NA","NA","NA",69,68,260,"0","0","0","10"
"2011","EE",2641,117.21209693571,"3",1949,"2","1","1","1","11","NA","NA","NA","NA","NA","NA","NA",62,61,264,"0.7222222222","0","0","0"
"2011","EE",2691,117.21209693571,"4",1953,"1","1","4","4","11","5","NA","NA","NA","NA","NA","NA",57,57,269,"99","0","0","100"
"2011","EE",3001,117.21209693571,"1",1936,"2","1","3","1","11","2","NA","NA","4","NA","NA","NA",74,74,300,"0.67325132","2","0","0"
"2011","EE",3371,117.21209693571,"4",1933,"2","1","1","4","11","2","NA","NA","NA","NA","NA","NA",78,77,337,"0.6666666667","0","0","0"
"2011","EE",3391,117.21209693571,"1",1988,"1","1","4","1","11","5","NA","NA","NA","0","NA","NA",22,22,339,"0.1944444444","0","0","0"
"2011","EE",4011,117.21209693571,"3",1956,"2","1","3","4","11","2","NA","NA","NA","NA","0","NA",54,54,401,"0.625","1","0","0"
"2011","EE",4081,117.21209693571,"1",1947,"1","1","2","1","11","2","NA","NA","NA","NA","NA","NA",63,63,408,"0.8333333333","0","0","0"
"2011","EE",4551,117.21209693571,"1",1930,"2","1","1","1","11","2","NA","NA","NA","NA","0","5",80,80,455,"0.5237165348","0","0","0"
"2011","EE",4621,117.21209693571,"1",1951,"2","1","4","1","NA","2","NA","NA","NA","NA","NA","NA",59,59,462,"0.5714285714","1","0","0"
"2011","EE",4681,117.21209693571,"3",1934,"2","1","1","1","11","NA","NA","NA","0","NA","NA","NA",76,76,468,"99","0","0","0"
"2011","EE",4741,117.21209693571,"3",1977,"1","1","1","1","11","2","NA","NA","NA","0","NA","NA",34,33,474,"99","0","0","0"
"2011","EE",4761,117.21209693571,"2",1930,"2","1","1","1","NA","2","NA","NA","NA","NA","0","NA",80,80,476,"0.5","0","0","100"
"2011","EE",4901,117.21209693571,"2",1951,"2","1","4","4","11","2","NA","NA","0","NA","NA","NA",59,59,490,"99","0","0","0"
"2011","EE",5061,117.21209693571,"1",1933,"2","1","1","1","NA","2","NA","NA","NA","NA","NA","NA",77,77,506,"1","0","0","100"
"2011","EE",5191,117.21209693571,"4",1954,"1","1","2","1","11","5","NA","NA","NA","NA","NA","NA",56,56,519,"0.6666666667","0","0","0"
"2011","EE",5331,117.21209693571,"2",1946,"1","1","4","4","NA","2","NA","24","NA","NA","NA","NA",64,64,533,"0.5","0","0","1"
