"DB010","DB020","DB030","DB040","DB062","DB090"
"2011","EE",7,"EE00","NA","428.0198"
"2011","EE",49,"EE00","NA","365.0925"
"2011","EE",78,"EE00","NA","135.2937"
"2011","EE",93,"EE00","NA","222.5737"
"2011","EE",105,"EE00","NA","614.0978"
"2011","EE",173,"EE00","NA","231.0236"
"2011","EE",201,"EE00","NA","113.699"
"2011","EE",214,"EE00","NA","39.14108"
"2011","EE",231,"EE00","NA","121.6029"
"2011","EE",239,"EE00","NA","240.4888"
"2011","EE",260,"EE00","NA","588.1723"
"2011","EE",264,"EE00","NA","516.4362"
"2011","EE",269,"EE00","NA","121.0805"
"2011","EE",300,"EE00","NA","200.9506"
"2011","EE",337,"EE00","NA","69.67165"
"2011","EE",339,"EE00","NA","108.7053"
"2011","EE",401,"EE00","NA","623.0733"
"2011","EE",408,"EE00","NA","154.121"
"2011","EE",455,"EE00","NA","103.7906"
"2011","EE",462,"EE00","NA","92.56124"
"2011","EE",468,"EE00","NA","263.1861"
"2011","EE",474,"EE00","NA","106.4387"
"2011","EE",476,"EE00","NA","194.3923"
"2011","EE",490,"EE00","NA","125.4033"
"2011","EE",506,"EE00","NA","173.6708"
"2011","EE",519,"EE00","NA","130.9456"
"2011","EE",533,"EE00","NA","437.1711"
"2011","EE",541,"EE00","NA","73.93"
"2011","EE",572,"EE00","NA","111.8295"
"2011","EE",600,"EE00","NA","86.31769"
"2011","EE",624,"EE00","NA","58.9693"
"2011","EE",665,"EE00","NA","430.2088"
"2011","EE",671,"EE00","NA","204.4889"
"2011","EE",678,"EE00","NA","126.2571"
"2011","EE",679,"EE00","NA","198.1455"
"2011","EE",704,"EE00","NA","178.6086"
"2011","EE",709,"EE00","NA","241.2434"
"2011","EE",711,"EE00","NA","234.2706"
"2011","EE",713,"EE00","NA","62.5554"
"2011","EE",716,"EE00","NA","200.4118"
"2011","EE",725,"EE00","NA","231.4136"
"2011","EE",729,"EE00","NA","138.5663"
"2011","EE",739,"EE00","NA","197.4886"
"2011","EE",771,"EE00","NA","122.2068"
"2011","EE",820,"EE00","NA","184.966"
