"DB010","DB020","DB030","DB040","DB062","DB090"
"2006","EE",6,"EE00","NA","377.7847"
"2006","EE",23,"EE00","NA","210.6478"
"2006","EE",47,"EE00","NA","170.8604"
"2006","EE",50,"EE00","NA","66.76622"
"2006","EE",76,"EE00","NA","47.44049"
"2006","EE",90,"EE00","NA","258.4736"
"2006","EE",101,"EE00","NA","57.45136"
"2006","EE",167,"EE00","NA","119.2902"
"2006","EE",194,"EE00","NA","38.85138"
"2006","EE",206,"EE00","NA","92.034"
"2006","EE",223,"EE00","NA","181.8073"
"2006","EE",230,"EE00","NA","163.6895"
"2006","EE",251,"EE00","NA","319.1298"
"2006","EE",254,"EE00","NA","98.58025"
"2006","EE",258,"EE00","NA","149.4043"
"2006","EE",259,"EE00","NA","342.8682"
"2006","EE",290,"EE00","NA","148.0044"
"2006","EE",314,"EE00","NA","29.59739"
"2006","EE",325,"EE00","NA","48.52453"
"2006","EE",327,"EE00","NA","42.49291"
"2006","EE",347,"EE00","NA","21.81285"
"2006","EE",387,"EE00","NA","53.70333"
"2006","EE",393,"EE00","NA","615.79"
"2006","EE",439,"EE00","NA","127.2365"
"2006","EE",445,"EE00","NA","184.4033"
"2006","EE",452,"EE00","NA","79.61305"
"2006","EE",457,"EE00","NA","283.5719"
"2006","EE",460,"EE00","NA","148.0607"
"2006","EE",473,"EE00","NA","262.4558"
"2006","EE",488,"EE00","NA","171.8629"
"2006","EE",501,"EE00","NA","710.4792"
"2006","EE",515,"EE00","NA","206.4562"
"2006","EE",522,"EE00","NA","580.5924"
"2006","EE",552,"EE00","NA","99.86631"
"2006","EE",579,"EE00","NA","39.12223"
"2006","EE",584,"EE00","NA","297.258"
"2006","EE",602,"EE00","NA","362.344"
"2006","EE",641,"EE00","NA","29.09723"
"2006","EE",647,"EE00","NA","162.1254"
"2006","EE",654,"EE00","NA","130.4463"
"2006","EE",655,"EE00","NA","157.5895"
"2006","EE",679,"EE00","NA","286.9229"
"2006","EE",680,"EE00","NA","159.2695"
"2006","EE",684,"EE00","NA","51.10454"
"2006","EE",686,"EE00","NA","224.0199"
"2006","EE",687,"EE00","NA","67.3443"
"2006","EE",692,"EE00","NA","185.8226"
"2006","EE",700,"EE00","NA","72.06837"
"2006","EE",703,"EE00","NA","195.5086"
"2006","EE",713,"EE00","NA","317.5689"
"2006","EE",744,"EE00","NA","83.62646"
"2006","EE",792,"EE00","NA","21.64162"
"2006","EE",824,"EE00","NA","75.26674"
"2006","EE",826,"EE00","NA","190.1916"
"2006","EE",833,"EE00","NA","92.37695"
"2006","EE",849,"EE00","NA","145.3569"
"2006","EE",857,"EE00","NA","41.4402"
"2006","EE",913,"EE00","NA","112.0277"
"2006","EE",914,"EE00","NA","168.1073"
"2006","EE",919,"EE00","NA","124.0499"
"2006","EE",923,"EE00","NA","35.04712"
"2006","EE",939,"EE00","NA","258.4736"
"2006","EE",970,"EE00","NA","261.9097"
"2006","EE",1018,"EE00","NA","54.55308"
"2006","EE",1024,"EE00","NA","102.7217"
"2006","EE",1032,"EE00","NA","190.3912"
"2006","EE",1045,"EE00","NA","260.148"
"2006","EE",1082,"EE00","NA","222.3476"
"2006","EE",1091,"EE00","NA","394.166"
"2006","EE",1122,"EE00","NA","212.0453"
"2006","EE",1126,"EE00","NA","119.2902"
"2006","EE",1160,"EE00","NA","197.8803"
"2006","EE",1181,"EE00","NA","160.8936"
"2006","EE",1184,"EE00","NA","246.3259"
"2006","EE",1189,"EE00","NA","100.6371"
"2006","EE",1200,"EE00","NA","148.5021"
"2006","EE",1233,"EE00","NA","169.9424"
"2006","EE",1265,"EE00","NA","108.5775"
"2006","EE",1282,"EE00","NA","112.2485"
"2006","EE",1301,"EE00","NA","116.1347"
"2006","EE",1311,"EE00","NA","62.13953"
