"DB010","DB020","DB030","DB040","DB062","DB090"
"2012","EE",7,"EE00","NA","80.3259"
"2012","EE",50,"EE00","NA","390.1866"
"2012","EE",53,"EE00","NA","73.80508"
"2012","EE",80,"EE00","NA","119.4752"
"2012","EE",95,"EE00","NA","69.67279"
"2012","EE",107,"EE00","NA","107.1611"
"2012","EE",176,"EE00","NA","69.74345"
"2012","EE",206,"EE00","NA","116.8454"
"2012","EE",218,"EE00","NA","346.8197"
"2012","EE",235,"EE00","NA","207.6632"
"2012","EE",243,"EE00","NA","554.0776"
"2012","EE",265,"EE00","NA","120.2593"
"2012","EE",269,"EE00","NA","314.6134"
"2012","EE",274,"EE00","NA","169.486"
"2012","EE",306,"EE00","NA","131.3844"
"2012","EE",332,"EE00","NA","184.7149"
"2012","EE",344,"EE00","NA","114.5934"
"2012","EE",346,"EE00","NA","201.665"
"2012","EE",368,"EE00","NA","236.007"
"2012","EE",409,"EE00","NA","219.2466"
"2012","EE",416,"EE00","NA","386.0686"
"2012","EE",465,"EE00","NA","77.83239"
"2012","EE",471,"EE00","NA","291.502"
"2012","EE",477,"EE00","NA","159.5468"
"2012","EE",483,"EE00","NA","77.68768"
"2012","EE",486,"EE00","NA","137.1873"
"2012","EE",501,"EE00","NA","55.39392"
"2012","EE",516,"EE00","NA","75.21474"
"2012","EE",530,"EE00","NA","44.81818"
"2012","EE",544,"EE00","NA","132.4793"
"2012","EE",553,"EE00","NA","120.1069"
"2012","EE",584,"EE00","NA","113.9929"
"2012","EE",612,"EE00","NA","260.1992"
"2012","EE",637,"EE00","NA","157.7364"
"2012","EE",679,"EE00","NA","191.0004"
"2012","EE",685,"EE00","NA","86.99684"
"2012","EE",692,"EE00","NA","109.2077"
"2012","EE",694,"EE00","NA","224.9315"
"2012","EE",719,"EE00","NA","42.29815"
"2012","EE",724,"EE00","NA","929.5589"
"2012","EE",725,"EE00","NA","326.8614"
"2012","EE",728,"EE00","NA","179.627"
"2012","EE",731,"EE00","NA","86.69257"
"2012","EE",740,"EE00","NA","75.87231"
"2012","EE",744,"EE00","NA","251.7637"
"2012","EE",754,"EE00","NA","32.90946"
"2012","EE",787,"EE00","NA","182.3063"
"2012","EE",837,"EE00","NA","39.05182"
"2012","EE",872,"EE00","NA","213.0909"
"2012","EE",873,"EE00","NA","153.6992"
